Date,Open,High,Low,Close,Adj Close,Volume
1999-01-22 00:00:00,0.4375,0.4882810115814209,0.38802099227905273,0.4101560115814209,0.3762878477573395,271468800.0
1999-01-25 00:00:00,0.44270798563957214,0.45833298563957214,0.4101560115814209,0.453125,0.41570860147476196,51048000.0
1999-01-26 00:00:00,0.45833298563957214,0.46744799613952637,0.41145798563957214,0.4179689884185791,0.3834555447101593,34320000.0
1999-01-27 00:00:00,0.41927099227905273,0.4296880066394806,0.39583298563957214,0.41666701436042786,0.3822610676288605,24436800.0
1999-01-28 00:00:00,0.41666701436042786,0.41927099227905273,0.4127599895000458,0.4153650104999542,0.38106662034988403,22752000.0
1999-01-29 00:00:00,0.4153650104999542,0.41666701436042786,0.39583298563957214,0.39583298563957214,0.3631473779678345,24403200.0
1999-02-01 00:00:00,0.39583298563957214,0.40625,0.39583298563957214,0.40364599227905273,0.3703151345252991,15470400.0
1999-02-02 00:00:00,0.39583298563957214,0.40625,0.36067700386047363,0.37239599227905273,0.3416457772254944,26409600.0
1999-02-03 00:00:00,0.3671880066394806,0.38541701436042786,0.36458298563957214,0.38020798563957214,0.3488125801086426,7512000.0
1999-02-04 00:00:00,0.38541701436042786,0.41145798563957214,0.38020798563957214,0.40104201436042786,0.36792629957199097,18192000.0
1999-02-05 00:00:00,0.40755200386047363,0.41666701436042786,0.3971349895000458,0.4127599895000458,0.37867671251296997,13684800.0
1999-02-08 00:00:00,0.4153650104999542,0.41666701436042786,0.3984380066394806,0.3984380066394806,0.3655373454093933,15408000.0
1999-02-09 00:00:00,0.40625,0.40885400772094727,0.37760400772094727,0.3828130066394806,0.3512025475502014,8697600.0
1999-02-10 00:00:00,0.3828130066394806,0.39322900772094727,0.37239599227905273,0.3789060115814209,0.3476181626319885,14822400.0
1999-02-11 00:00:00,0.38020798563957214,0.42708298563957214,0.38020798563957214,0.41145798563957214,0.3774821162223816,13224000.0
1999-02-12 00:00:00,0.41666701436042786,0.4375,0.41666701436042786,0.43489599227905273,0.3989849090576172,10972800.0
1999-02-16 00:00:00,0.44270798563957214,0.4609380066394806,0.39322900772094727,0.4375,0.4013737738132477,21100800.0
1999-02-17 00:00:00,0.42708298563957214,0.43229201436042786,0.40625,0.4140630066394806,0.37987220287323,6772800.0
1999-02-18 00:00:00,0.42708298563957214,0.43229201436042786,0.40885400772094727,0.42057299613952637,0.38584446907043457,7070400.0
1999-02-19 00:00:00,0.41666701436042786,0.44270798563957214,0.41145798563957214,0.43489599227905273,0.3989849090576172,7536000.0
1999-02-22 00:00:00,0.44270798563957214,0.44791701436042786,0.4140630066394806,0.4375,0.4013737738132477,20524800.0
1999-02-23 00:00:00,0.44791701436042786,0.46744799613952637,0.421875,0.45833298563957214,0.42048653960227966,13809600.0
1999-02-24 00:00:00,0.5260419845581055,0.546875,0.48307299613952637,0.49479201436042786,0.45393499732017517,61276800.0
1999-02-25 00:00:00,0.515625,0.53125,0.47135400772094727,0.47916701436042786,0.4396001994609833,14913600.0
1999-02-26 00:00:00,0.484375,0.5,0.453125,0.4570310115814209,0.41929203271865845,17260800.0
1999-03-01 00:00:00,0.46875,0.47916701436042786,0.4375,0.4596349895000458,0.4216810166835785,9216000.0
1999-03-02 00:00:00,0.45833298563957214,0.4609380066394806,0.44791701436042786,0.45572900772094727,0.4180976450443268,5524800.0
1999-03-03 00:00:00,0.45833298563957214,0.45833298563957214,0.421875,0.42447900772094727,0.38942793011665344,6139200.0
1999-03-04 00:00:00,0.4453130066394806,0.44791701436042786,0.41145798563957214,0.4153650104999542,0.38106662034988403,5736000.0
1999-03-05 00:00:00,0.41927099227905273,0.44010400772094727,0.41927099227905273,0.43880200386047363,0.4025683104991913,7876800.0
1999-03-08 00:00:00,0.42708298563957214,0.45833298563957214,0.41927099227905273,0.4453130066394806,0.40854161977767944,7588800.0
1999-03-09 00:00:00,0.4440099895000458,0.46614599227905273,0.4440099895000458,0.4596349895000458,0.4216810166835785,14318400.0
1999-03-10 00:00:00,0.46614599227905273,0.46614599227905273,0.4453130066394806,0.45182299613952637,0.41451406478881836,23534400.0
1999-03-11 00:00:00,0.4440099895000458,0.45182299613952637,0.43229201436042786,0.43229201436042786,0.3965958058834076,5428800.0
1999-03-12 00:00:00,0.43489599227905273,0.43489599227905273,0.41666701436042786,0.42447900772094727,0.38942793011665344,9076800.0
1999-03-15 00:00:00,0.43489599227905273,0.44791701436042786,0.43229201436042786,0.44270798563957214,0.406151682138443,10881600.0
1999-03-16 00:00:00,0.4453130066394806,0.45052099227905273,0.42447900772094727,0.4283849895000458,0.3930114507675171,7915200.0
1999-03-17 00:00:00,0.43229201436042786,0.44010400772094727,0.42057299613952637,0.4309900104999542,0.3954014778137207,5136000.0
1999-03-18 00:00:00,0.43229201436042786,0.44270798563957214,0.421875,0.43619799613952637,0.40017935633659363,4632000.0
1999-03-19 00:00:00,0.43489599227905273,0.45052099227905273,0.43489599227905273,0.4375,0.4013737738132477,10531200.0
1999-03-22 00:00:00,0.4466150104999542,0.44791701436042786,0.42447900772094727,0.42447900772094727,0.38942793011665344,3667200.0
1999-03-23 00:00:00,0.42708298563957214,0.42708298563957214,0.390625,0.3984380066394806,0.3655373454093933,16396800.0
1999-03-24 00:00:00,0.39583298563957214,0.3984380066394806,0.38020798563957214,0.39583298563957214,0.3631473779678345,6086400.0
1999-03-25 00:00:00,0.3945310115814209,0.41666701436042786,0.39322900772094727,0.40104201436042786,0.36792629957199097,4032000.0
